departure,arrival,duration
"Wallisellen, Gemeindehaus","Wallisellen, Kaserne",9
"Wangen b D'dorf, Flugsicherung","Wangen b D'dorf, Dürrbach",3
"Winterthur, Gaswerk","Winterthur, Friedliweg",10
"Winterthur, Gewerbeschule","Winterthur, Stadthaus",7
"Winterthur, Hauptbahnhof",Hauptbahnhof,0
"Winterthur, Töss","Winterthur, Zentrum Töss",7
"Wohlen AG, Rigistrasse","Wohlen AG, Stegmatt",4
"Wohlen AG, Sustenweg","Wohlen AG, Rummelring",4
"Zollikon, Dufourplatz","Zollikon, Felbenstrasse",8
"Zufikon, Volg","Zufikon, Haldenstrasse",5
"Zürich Wollishofen, Bhf/Werft","Zürich, Landiwiese",8
"Zürich, Central",Zürich Central (Polybahn),1
"Zürich, Hügelstrasse","Zürich, Waffenplatzstrasse",7
"Zürich, Kantonsschule","Zürich, Platte",7
"Zürich, Lettenstrasse",Zürich Wipkingen,8
"Zürich, Loorenstrasse","Zürich, Zweiackerstrasse",9
"Zürich, Michelstrasse","Zürich, Wartau",10
"Zürich, Schulhaus Buchlern","Zürich, Rautihalde",8
"Zürich, Signaustrasse","Zürich, Kreuzplatz",7
"Zürich, Stierenried","Zürich, Bollingerweg",7
"Adliswil, Friedhof","Adliswil, Rütistrasse/Wacht",4
"Adliswil, Poststrasse","Adliswil, Feldblumenstrasse",10
"Au ZH, Grundstein","Au ZH, Stoffelstrasse",6
Bahnhofstrasse,"Wettingen, Rathaus",6
"Bremgarten AG, Bibenlos",Zufikon Hammergut,9
"Dietlikon, Fuchshalde","Dietlikon, Riedenerstrasse",6
Dietlikon,"Dietlikon, Fuchshalde",10
"Grüningen, Station","Grüningen, Freihof",8
"Hausen am Albis, Bifang",Post,10
"Hermetschwil, alte Post","Staffeln AG, Schulhaus",8
"Herrliberg, Holzwies","Erlenbach ZH, Im Bindschädler",9
"Horgen, Scheller","Horgen, Plattenhof",9
"Kloten, Bramen","Kloten, Waldeggweg",8
"Lufingen, Unterdorf","Lufingen, Dorf",7
"Maur, Dorf","Maur, Kirche",9
"Meilen, Aebleten","Meilen, Au",9
"Meilen, Tobel","Meilen, Zentrum Feldmeilen",10
Muri AG,"Muri AG, Egg",8
Männedorf (See),"Männedorf, Bahnhof",7
"Männedorf, Kirchweg","Männedorf, Bahnhof",8
"Neuheim, Sarbach","Neuheim, Dorf",8
"Nänikon, Heuwinkelstrasse","Greifensee, Tumigerstrasse",9
"Oberrieden, Tannenbach","Horgen, Scheller",7
"Obfelden, Bachstrasse","Obfelden, alte Post",8
Stettbach,"Dübendorf, Hoffnung",7
"Thalwil, Alterszentrum","Thalwil, Zehntenstrasse",10
"Urdorf, Neumatt","Urdorf, Niederurdorf",8
"Uster, Brandschenke","Uster, Haberweid",5
"Wallisellen, Rosenberg","Wallisellen, Florastrasse",2
"Wettingen, Bahnhofstrasse","Wettingen, Rebstock",6
"Wettingen, St. Sebastian","Wettingen, Rebstock",7
"Winterthur, Finken-Rain","Winterthur, Bolrebenweg",5
"Wädenswil, Tobelrain","Wädenswil, Gulmenmatt",2
"Würenlos, Spycher","Würenlos, Büntenstrasse",6
"Zürich Enge, Bahnhof/Bederstr.",Zürich Enge,2
"Zürich Wollishofen, Bahnhof","Zürich, Thujastrasse",10
"Zürich, Bahnhofplatz/HB","Zürich, Löwenplatz",5
"Zürich, Beckenhof","Zürich, Ottikerstrasse",4
"Zürich, Berghaldenstrasse","Zürich, Zentrum Witikon",6
"Zürich, Friesenberghalde","Zürich, Friedhof Uetliberg",7
"Zürich, Germaniastrasse","Zürich, Spyristeig",7
"Zürich, Kunsthaus","Zürich, Helmhaus",9
"Zürich, Letzibach","Zürich Altstetten, Bahnhof N",10
"Zürich, Okenstrasse","Zürich, Lettenstrasse",7
"Zürich, Rennweg",Zürich Storchen,7
"Zürich, Rennweg","Zürich, Sihlpost/HB",10
"Zürich, Rütihof","Zürich, Geeringstrasse",6
"Zürich, Schweizer Rück","Zürich, Museum Rietberg",7
"Zürich, Titlisstrasse","Zürich, Römerhof",10
"Zürich, Winkelriedstrasse","Zürich, Spyriplatz",7
"Adlikon b. R., Ziegelhütte","Adlikon b. R., Leematten",2
"Au ZH, Aubrücke","Au ZH, Stoffelstrasse",10
"Au ZH, Stoffelstrasse","Au ZH, Aubrücke",10
Bibenlos-Sonnenhof,Bremgarten,8
"Birmensdorf ZH, Landikon Dorf","Birmensdorf ZH, Landikon Bach",2
"Bülach, Kreuzstrasse","Bülach, Sonnenhof",5
"Bülach, Soligänter","Bülach, Hohfuri",7
"Bülach, Untertor","Bülach, Stadthalle",9
"Dübendorf, Lindenplatz","Dübendorf, Stadthaus",4
"Dübendorf, Sport Heerenschürli","Zürich, Altried",8
"Effretikon, Kapelle Rikon","Effretikon, Girhalde",5
Erlenbach ZH,"Erlenbach ZH,Kirchgemeindehaus",8
"Glattpark, Lindberghplatz","Glattbrugg, Frohbühlstrasse",8
"Horgen, Rotweg",Horgen Autoquai,8
"Küsnacht ZH, Zentrum","Küsnacht ZH, Ob. Heslibachstr.",7
Maiacher,"Maiacher, Station",2
"Männedorf, Glärnischstrasse","Männedorf, Asylstrasse",9
"Neuheim, Felderhus","Neuheim, Dorf",9
"Opfikon, Dorf","Opfikon, Vreniker",10
"Ottenbach, Rigiblick","Ottenbach, Ulmenhof",4
"Ottenbach, Ulmenhof","Ottenbach, Rigiblick",4
"Regensdorf, Altersheim","Regensdorf-Watt, Bahnhof",10
"Regensdorf, Dreispitz","Regensdorf, Hardhölzli",8
"Regensdorf, Obstgarten","Regensdorf, Zentrum Ost",3
"Schlieren, Feldstrasse","Schlieren, Bahnhof",9
"Thalwil, Aegertli","Thalwil, Archstrasse",4
"Thalwil, Aubrigstrasse","Thalwil, Böni",10
"Thalwil, Zehntenstrasse","Thalwil, Mühlebachplatz",10
"Uster, Oberlandstrasse","Uster, Gschwader",10
"Uster, Stadtpark","Uster, Burgreben",10
"Wallisellen, Schulhaus Bürgli","Wallisellen, Guggenbühlstrasse",6
"Winterthur, Friedliweg","Winterthur, Schöntal",8
"Winterthur, Nussbaumweg","Winterthur, Waldheim",9
"Winterthur, Unterdorf","Winterthur, Lindenplatz",7
"Wohlen AG, Rummelring","Wohlen AG, Luegisland",7
"Wohlen AG, Schulen Junkholz","Wohlen AG, obere Haldenstrasse",9
"Wohlen AG, Sustenweg","Wohlen AG, Höhenweg",10
"Wädenswil, Schwanen","Wädenswil, Glärnisch",4
"Wädenswil, Tobelrain","Wädenswil, Büelen",5
"Würenlos, Bettlen","Würenlos, Büntenstrasse",7
"Zollikerberg, Station","Zollikerb., Langägerten/Spital",7
"Zürich, Albisrieden","Zürich, Fellenbergstrasse",7
"Zürich, Bahnhofplatz/HB","Zürich, Bahnhofquai/HB",4
"Zürich, Brunau/Mutschellenstr.",Zürich Saalsporthalle,10
"Zürich, Im Klösterli","Zürich, Zoo/Forrenweid",10
"Zürich, Kappenbühlweg","Zürich, Michelstrasse",9
"Zürich, Käshaldenstrasse","Zürich, Leimgrübelstrasse",6
"Zürich, Luegisland","Zürich, Luchswiesen",8
"Zürich, Pflegezentr. Käferberg","Zürich, Waidfussweg",10
"Zürich, Riedhofstrasse","Zürich, Rütihof",9
"Zürich, Winzerstrasse Süd","Zürich, Frankental",9
"Zürich, Zehntenhausplatz","Zürich Affoltern, Bahnhof",5
"Bassersdorf, Gemeindehaus","Bassersdorf, Schmitte",2
"Bonstetten, Isenbach","Bonstetten, Sunnenberg",7
"Bülach, Mettmenriet","Bülach, Untertor",8
"Dietikon, Schönenwerd",Glanzenberg,8
Dietlikon,"Dietlikon, Dornenstrasse",9
"Dübendorf, Breitibach","Dübendorf, Ringstrasse",10
"Fahrweid, Limmatbrücke","Fahrweid, Au",10
"Glattbrugg, Giebeleichstrasse","Glattbrugg, Lättenwiesen",4
Hardstrasse,"Wettingen, Halbartenstrasse",7
"Herrliberg, Alterssiedlung","Herrliberg, Schulhaus",4
"Herrliberg, Rebberg","Herrliberg, Schulhaus",2
"Herrliberg-Feldmeilen, Bhf Ost",Herrliberg (See),4
"Horgen, Risi/Dow","Horgen, Käpfnach",9
"Horgen, Rotweg","Horgen, Teufenbach",5
"Horgen, Schärbächli/Fähre","Horgen, untere Mühle",7
"Kilchberg ZH,Schulhaus Dorfstr",Kilchberg ZH,6
Oberrieden,"Thalwil, Mettli",10
"Thalwil, Platte","Thalwil, Rainstrasse",9
"Urdorf, Neumattstrasse","Urdorf, Niederurdorf",10
"Uster, Loren","Uster, Gschwaderstrasse",9
"Uster, Zentralstrasse","Uster, Bahnhof",9
"Uster, Zentralstrasse","Uster, Stadtpark",5
"Wallisellen, Guggenbühlstrasse","Wallisellen, Glatt (Tram)",10
"Wallisellen, Kaserne","Wallisellen, Gemeindehaus",9
"Wallisellen, Rosenberg","Wallisellen, Glatt (Bus)",8
"Wettingen, Ligusterweg","Wettingen, Bahnhofstrasse",10
"Wohlen AG, Zürcherhof","Wohlen AG, Cheiblerrain",4
"Zollikerberg, Station","Zollikerberg, Station/Q'treff",4
"Zürich Enge, Bahnhof","Zürich, Rentenanstalt",6
Zürich Wollishofen,"Zürich Wollishofen, Bhf/Werft",2
"Zürich, Binz Center",Zürich Friesenberg,9
"Zürich, Central","Zürich, Rudolf-Brun-Brücke",7
"Zürich, Friesenberg","Zürich, Schweighof",9
"Zürich, Max-Bill-Platz","Zürich, Felsenrainstrasse",9
"Zürich, Probstei","Zürich, Hirzenbach",10
"Zürich, Rütihof","Zürich, Riedhofstrasse",9
"Zürich, Schäppiweg","Zürich, Seilbahn Rigiblick",10
"Zürich, Spyristeig","Zürich, Rigiblick",5
"Zürich, Winkelriedstrasse","Zürich, Seilbahn Rigiblick",7
"Zürich, Winzerhalde","Zürich, Wieslergasse",10
"Adliswil, Büchel",Sihlau,7
"Baar, Waldmannhalle","Blickensdorf, Dorf",9
"Bülach, Sonnenhof","Bülach, Gewerbehaus",5
"Bülach, Untertor","Bülach, Grampenweg",5
"Dietikon, Oberdorf",Dietikon Schöneggstrasse,7
Dietlikon,"Dietlikon, Bahnhof",1
"Dübendorf, Unterdorf","Dübendorf, Schwimmbad",9
Effretikon,"Effretikon, Zentrum",5
Erlenbach ZH (See),Erlenbach ZH,8
"Erlenbach ZH, Alterswohnheim","Erlenbach ZH, Bahnhofstrasse",10
Esslingen,"Esslingen, Oberesslingen",10
"Gattikon, Gattikerhof",Langnau-Gattikon,10
"Glattbrugg, Zentrum","Glattbrugg, Glatthof",4
"Herrliberg, Grundhofstrasse","Herrliberg, Alterssiedlung",5
"Herrliberg, Kirche Wetzwil","Herrliberg, Wetzwil",10
"Kilchberg ZH, Emilienheim","Kilchberg ZH, Breitloo",7
"Kilchberg ZH, Schoorenstrasse","Kilchberg ZH, Auf Brunnen",7
Kilchberg,Kilchberg ZH,0
"Kloten, Kaserne Ost","Kloten, Zum Wilden Mann",9
"Küsnacht ZH, Bergstrasse","Küsnacht ZH, Ränkestrasse",9
"Küsnacht ZH, Ränkestrasse","Küsnacht ZH, Allmend",5
"Küsnacht ZH, Zentrum","Küsnacht ZH, Reform. Kirche",5
"Oberhasli, Hasliberg","Oberhasli, Post",4
"Opfikon, Bubenholz","Glattbrugg, Glatthof",7
"Schlieren, Zentrum/Bahnhof","Schlieren, Geissweid",7
"Tagelswangen, Dorf","Tagelswangen, Oberwis",10
"Thalwil, Feldstrasse","Thalwil, Mühlebachplatz",9
"Thalwil, Zentrum","Thalwil, Pilgerweg",9
"Uster, Gschwader","Uster, Oberlandstrasse",10
"Uster, Gschwaderstrasse","Uster, Loren",9
"Uster, Herracher","Uster, Nossikon",9
"Wallisellen, Riedenerstrasse","Wallisellen, Säntisstrasse",5
"Wallisellen, Rosenberg","Wallisellen, Guggenbühlstrasse",4
Wallisellen,"Wallisellen, Glatt (Bus)",10
"Winterthur, Archstrasse/HB","Winterthur, Sulzer",7
"Winterthur, Zentrum Töss","Winterthur, Friedliweg",10
"Winterthur, Zentrum Töss","Winterthur, Rebwiesen",8
"Wohlen AG, Turmstrasse","Wohlen AG, Schulen Junkholz",5
"Wädenswil, Hintere Rüti West","Wädenswil, Neubühl",9
"Wädenswil, Neudorf","Wädenswil, Lätten",5
"Wädenswil, Schmiedstube",Wädenswil (See),10
"Zürich Leimbach, Bahnhof","Zürich, Manegg",9
Zürich Polyterrasse,"Zürich, Neumarkt",10
"Zürich Wollishofen,Bhf/Staubst","Zürich, Besenrainstrasse",9
"Zürich, Alte Trotte","Zürich, Hardturm",9
"Zürich, Buchzelgstrasse","Zürich, Zentrum Witikon",3
"Zürich, Dorflinde","Zürich, Sternen Oerlikon",8
"Zürich, Flühgasse","Zürich, Bleulerstrasse",8
"Zürich, Fronwald","Zürich, Unteraffoltern",7
"Zürich, Hegianwandweg","Zürich, Strassenverkehrsamt",9
"Zürich, Hermetschloo","Zürich, Feusisbergli",6
"Zürich, Himmeri","Zürich, Stierenried",9
"Zürich, Im Ebnet","Zürich, Birch-/Glatttalstrasse",10
"Zürich, Kantonsschule Enge","Zürich Enge, Bahnhof/Bederstr.",5
"Zürich, Leimgrübelstrasse","Zürich, Birch-/Glatttalstrasse",5
"Zürich, Schlyfi","Zürich, Wetlistrasse",10
"Zürich, Segeten","Zürich, Zweiackerstrasse",7
"Zürich, Würzgraben",Zürich Altstetten,9
"Bassersdorf, Gemeindehaus","Bassersdorf, Chlupfgasse",8
"Birmensdorf ZH, Bahnhof",Birmensdorf ZH,3
"Bülach, Stubenchlaus","Bülach, Witenwisen",10
"Dübendorf, Claridenstrasse","Dübendorf, Glärnischstrasse",4
"Egetswil, Dorf","Kloten, Egetswil",7
"Embrach, Oberdorf","Embrach, Gemeindehaus",9
"Fislisbach, Gemeindehaus","Fislisbach, Post",9
Gewerbeschule,"Winterthur, Schmidgasse",10
"Herrliberg, Aryanastrasse","Herrliberg, Grundhofstrasse",6
"Herrliberg, Rebberg","Herrliberg, Gartenstrasse",8
"Herrliberg, Rebberg","Herrliberg, Harzerstrasse",7
"Kilchberg ZH, Bahnhof",Kilchberg ZH,1
"Kilchberg ZH, Paradiesstrasse",Kilchberg ZH,10
"Kilchberg ZH, Sanatorium","Kilchberg ZH, Paradiessteig",7
"Kloten, Balsberg Hardacher","Kloten Balsberg, Bahnhof",7
"Küsnacht ZH, Hesligenstrasse","Küsnacht ZH, Bergstrasse",7
"Küsnacht ZH, Ob. Heslibachstr.",Küsnacht ZH,9
"Küsnacht ZH, Oberwacht","Küsnacht ZH, Ob. Heslibachstr.",6
"Meilen, Tobel","Herrliberg, Grundhofstrasse",9
Oberrieden (See),"Oberrieden Dorf, Bahnhof",9
"Opfikon, Schwimmbad","Glattbrugg, Zentrum",9
Opfikon,"Glattbrugg, Lättenwiesen",8
Rüschlikon (See),"Rüschlikon, Bodengasse",9
"Uetikon am See, Kleindorf","Uetikon am See, Gemeindehaus",6
"Uster, Jugendhaus","Uster, Bildungszentrum",8
"Uster, Stadthaus","Uster, Poststrasse",5
"Uster, Zentralstrasse","Uster, Talacker",9
Uster,"Uster, Dammstrasse",9
"Wallisellen, Riedenerstrasse","Wallisellen, Guggenbühlstrasse",10
"Wallisellen, Schulhaus Bürgli","Wallisellen, Friedhof",9
"Watt, Brünigstrasse","Watt, Schulhaus",8
"Wettingen, Bahnhofplatz","Wettingen, Bahnhof",3
"Wettswil a.A., Schürli","Wettswil a.A., Moosstrasse",7
"Winterthur, Friedliweg","Winterthur, Gaswerk",10
"Winterthur, Rosenau","Winterthur, Töss",10
"Wädenswil, Neudorf","Wädenswil, Gulmenmatt",9
"Wädenswil, Töbelibach","Wädenswil, Mühlebach",7
Zürich Landesmuseum (See),"Zürich, Bahnhofquai/HB",4
"Zürich, Albisriederdörfli","Zürich, Fellenbergstrasse",5
"Zürich, Bahnhofquai/HB","Zürich, Rudolf-Brun-Brücke",9
"Zürich, Friedhof Hönggerberg","Zürich, Segantinistrasse",8
"Zürich, Glaubtenstrasse Süd","Zürich, Glaubtenstrasse Nord",3
"Zürich, Goldbrunnenplatz","Zürich, Zwinglihaus",5
"Zürich, Grimselstrasse","Zürich, Letzipark West",10
"Zürich, Im Walder","Zürich, Klinik Hirslanden",9
"Zürich, Im Wingert","Zürich, Hönggerberg",10
"Zürich, Kantonsschule","Zürich, Hottingerplatz",10
"Zürich, Löwenplatz","Zürich, Sihlquai/HB",9
"Zürich, Rote Fabrik","Zürich, Seerose",10
"Zürich, Räffelstrasse","Zürich, Binz",6
"Zürich, Röslistrasse","Zürich, Kinkelstrasse",9
"Zürich, Schäppiweg","Zürich, Rigiblick",7
"Zürich, Stauffacher","Zürich, Sihlpost/HB",10
"Adliswil, Feldblumenstrasse","Adliswil, Poststrasse",10
"Adliswil, Tiefacker","Adliswil, Ahornweg",9
"Adliswil, Wanneten-/Haldenstr.",Sihlau,8
"Birmensdorf ZH, Bahnhof Süd","Birmensdorf ZH, Bahnhof",3
"Dietikon, Marmori-Weiher","Dietikon, Gyrhalden",6
"Dietikon, Pestalozzi","Dietikon, Hagackerstrasse",9
"Dietlikon, Riedenerstrasse","Dietlikon, Bahnhof",10
"Dübendorf, Branzenäsch","Dübendorf, Raubbühl",9
"Glattbrugg, Giebeleichstrasse",Glattbrugg,9
"Greifensee, Im Langacher","Greifensee, Tumigerstrasse",9
Hauptbahnhof,"Winterthur, Technikum",10
Herrliberg-Feldmeilen,"Herrliberg-Feldmeilen,Bhf West",3
"Horgen, Wannenthal","Horgen, untere Mühle",9
"Kilchberg ZH, Bächlerstrasse","Kilchberg ZH, Emilienheim",3
"Küsnacht ZH, Allmend","Küsnacht ZH, Himmelistrasse",9
"Küsnacht ZH, Oberfeld","Küsnacht ZH, Hallenbad",6
"Muri AG, Kreisel","Muri AG, Bahnhof",7
"Muri AG, Marktstrasse","Muri AG, Lindenberg",7
"Niederweningen, Bahnhof",Niederweningen,1
Nänikon-Greifensee,"Nänikon, Heuwinkelstrasse",6
"Pfäffikon ZH, Frohwies",Pfäffikon ZH,6
"Rüschlikon, Eggrain","Rüschlikon, Loorain",8
Spital Zollikerberg,Waldburg,8
"Spreitenbach, Dorf","Spreitenbach, Brüel",9
"Uetikon am See, Tramstrasse","Uetikon am See, Grossdorf",5
"Urdorf, Rainweg","Schlieren, Spital Limmattal",10
"Uster, Jugendhaus","Uster, Ackerstrasse",7
"Waldegg, Post","Waldegg, Katholische Kirche",8
"Wallisellen, Haldenstrasse","Wallisellen, Alterszentrum",8
"Winterthur, Breite","Winterthur, Nussbaumweg",5
"Winterthur, Nägelsee","Winterthur, Grafenstein",6
"Winterthur, Technikum","Winterthur, Zeughaus",10
"Wohlen AG, Sonnhalde","Wohlen AG, Sustenweg",7
"Zollikon, Beugi",Zollikon,9
"Zollikon, Beugi","Zollikon, Goldhaldenplatz",5
"Zollikon, Rebwiesstrasse","Waldburg, Station",7
Zürich Enge,"Zürich, Waffenplatz-/Bederstr.",9
Zürich Wiedikon,"Zürich, Werd",6
"Zürich, Elektrowatt","Zürich, Feldeggstrasse",8
"Zürich, Flobotstrasse","Zürich, Heubeeriweg",6
"Zürich, Fronwald","Zürich Affoltern, Bahnhof",5
"Zürich, Landiwiese","Zürich, Billoweg",4
"Zürich, Luegisland","Zürich, Schürgistrasse",7
"Zürich, Mötteliweg","Zürich, Maillartstrasse",10
"Zürich, Salzweg","Zürich, Loogarten",4
"Zürich, Trichtisal","Zollikerberg, Hasenbart",10
"Zürich, Universität Irchel","Zürich, Milchbuck",6
"Adliswil, Baumgartenweg","Adliswil, Bahnhof",6
Bibenlos-Sonnenhof,Zufikon,8
"Bülach, Untertor","Bülach, Moritz-Meyer-Weg",4
"Dübendorf, Am Ring","Dübendorf, Neugut Süd",10
"Erlenbach ZH, Allmend","Erlenbach ZH, Föhrenstrasse",5
"Erlenbach ZH, Schulhaus","Erlenbach ZH, Im Loo",9
"Fällanden, Zil","Fällanden, Bruggacher",9
"Grafstal, Thalegg","Grafstal, Oberdorf",10
"Herrliberg, Tennisplätze","Herrliberg, Rebberg",5
"Hirzel, Post","Hirzel, Wässeri",5
"Horgen, Baumgärtlihof","Horgen, Bahnhof",9
"Kindhausen ZH, Bodenacher","Kindhausen ZH, Geeren",9
"Niederglatt ZH, Zentrum",Niederglatt,8
Niederglatt ZH,"Niederglatt ZH, Seeblerstrasse",8
"Niederrohrdorf, Egro","Niederrohrdorf, Hiltimatt",9
"Oetwil an der Limmat, Halde","Oetwil an der Limmat, Oberdorf",7
"Schlieren, Reitmen","Schlieren, Heimeliweg",9
"Uster, Bordacker","Uster, Talweg",9
"Uster, Talweg","Uster, Oberuster",8
"Uster, Wildsbergstrasse","Uster, Jungholz",6
"Waldegg, Birmensdorferstrasse","Waldegg, Post",3
"Wallisellen, Riedenerstrasse","Wallisellen, Furtbach",10
"Wallisellen, Säntisstrasse","Wallisellen, Rosenberg",5
"Winterthur, Ziegeleiweg","Winterthur, Finken-Rain",6
"Wohlen AG, Turmstrasse","Wohlen AG, Riedmatt",7
"Wädenswil, Schmiedstube","Wädenswil, Coop",7
"Wädenswil, Schwanen","Wädenswil, Krähbach",10
"Zufikon, Algier","Zufikon, Volg",9
"Zürich, Dunkelhölzli","Zürich, Am Suteracher",5
"Zürich, ETH/Universitätsspital","Zürich, Haldenbach",7
"Zürich, Hungerbergstrasse","Zürich, Zehntenhausplatz",9
"Zürich, Roswiesen","Zürich, Schwamendingerplatz",9
"Zürich, Rote Fabrik","Zürich, Kalchbühlweg",9
"Zürich, Römerhof","Zürich, Titlisstrasse",10
"Zürich, Salersteig","Zürich, Sternen Oerlikon",10
"Zürich, Segeten","Zürich, Loorenstrasse",10
"Zürich, Sihlquai/HB",Zürich Landesmuseum (See),7
"Zürich, Sonneggstrasse","Zürich, Ottikerstrasse",6
"Zürich, Zweiackerstrasse","Zürich, Kienastenwies",7
"Aesch ZH, Gemeindehaus","Aesch ZH, Heligenmattstrasse",9
"Bülach, Kantonsschule","Bülach, Witenwisen",7
"Bülach, Mettmenriet","Bülach, Moritz-Meyer-Weg",6
"Bülach, Untertor","Bülach, Kantonsschule",9
"Dietlikon, Dornenstrasse","Dietlikon, In Lampitzäckern",4
"Dietlikon, Dübendorferstrasse","Dietlikon, Aegert",3
"Dietlikon, Pünten","Dietlikon, Klimmweg",6
"Dübendorf, Bauhof","Dübendorf, Branzenäsch",6
"Dübendorf, Hoffnung",Stettbach,7
Forch,"Forch, Bahnhof",3
"Gattikon, Obstgarten","Gattikon, Gattikerhöhe",7
"Geroldswil, Dorfstrasse","Geroldswil, Welbrig",10
"Glattbrugg, Frohbühlstrasse",Glattbrugg,7
"Glattbrugg, Giebeleichstrasse",Opfikon,5
Greifensee (See),"Greifensee, Tumigerstrasse",9
"Herrliberg, Alterssiedlung","Herrliberg, Pfarrgasse",10
"Herrliberg, Harzerstrasse","Herrliberg, Schulhaus",8
"Horgen, Dorfgasse",Horgen Autoquai,9
"Horgen, Stocker","Horgen, Wannerstrasse",5
"Kloten, Grubenstrasse","Bassersdorf, Grindel",9
"Kloten, Lindenstrasse",Kloten,10
"Meilen, Grueb","Meilen, Obermeilen",9
"Opfikon, Zil","Opfikon, Fernsicht",8
"Rümlang, Bahnhof","Rümlang, Hofwisenunterführung",8
"Rümlang, Hörnlistrasse","Rümlang, Ifangstrasse",10
Rümlang,"Rümlang, Hofwisenunterführung",8
"Schlieren, Spital Limmattal","Urdorf, Feldegg",4
Thalwil (See),"Thalwil, Bahnhof",5
"Uster, Dammstrasse","Uster, Poststrasse",10
"Wallisellen, Guggenbühlstrasse","Wallisellen, Rosenberg",4
"Wallisellen, Riedenerstrasse","Wallisellen, Florastrasse",7
"Wallisellen, Zentrum","Wallisellen, Kaserne",10
"Wetzikon ZH, Uster-/Weststr.","Wetzikon ZH, Buchgrindel",7
"Winterthur, Bruderhaus","Winterthur, Brudertobel",10
"Winterthur, Unterdorf","Winterthur, Freibad Wülflingen",8
Zentrumsplatz,"Wettingen, Bahnhofstrasse",8
"Zollikon, Dufourplatz",Zollikon,9
"Zürich Enge, Bahnhof","Zürich, Museum Rietberg",8
"Zürich Flughafen, Carterminal","Zürich Flughafen, OPC",5
"Zürich, Eschergutweg","Zürich, Appenzellerstrasse",7
"Zürich, Feusisbergli","Schlieren, Mülligen",9
"Zürich, Frymannstrasse",Zürich Leimbach,5
"Zürich, Hottingerplatz","Zürich, Kantonsschule",10
"Zürich, Kempfhofsteig","Zürich, Fischerweg",9
"Zürich, Klinik Hirslanden","Zürich, Rehalp",10
"Zürich, Langgrütstrasse","Zürich, Sackzelg",9
"Zürich, Post Wollishofen","Zürich, Kalchbühlweg",10
"Zürich, Strickhof","Zürich, Schäppiweg",10
"Buchs-Dällikon, Bahnhof",Buchs-Dällikon,3
"Bülach, Cholplatz","Bülach, Mettmenriet",6
"Dielsdorf, Wehntalerstrasse","Dielsdorf, Bahnhof",9
Dietikon Schöneggstrasse,"Dietikon, Sommerau",7
Glatt (Bus),"Wallisellen, Glatt (Bus)",0
"Herrliberg-Feldmeilen, Bahnhof","Meilen, Zentrum Feldmeilen",8
"Horgen, Gumelenstrasse","Horgen, Stocker",5
"Horgen, Reithy","Horgen, Schnegg",6
"Kilchberg ZH, Lindt & Sprüngli","Kilchberg ZH,Schulhaus Dorfstr",8
"Kilchberg ZH, Paradiessteig","Kilchberg ZH, Obere Hornhalde",9
"Kloten, Lägernstrasse","Zürich Flughafen, Werft",9
"Lufingen, Dorf","Lufingen, Unterdorf",7
"Merenschwand, Unterdorf","Merenschwand, Allmend Gut",10
"Männedorf, Dammstrasse","Männedorf, Zentrum Leue",7
"Niederglatt ZH, Sonnenbergstr.","Niederglatt ZH, Seeblerstrasse",10
"Oberrieden, Seehalde","Oberrieden, Wattenbühlweg",5
"Schlieren, Spital Limmattal","Schlieren, Steinacker",10
"Thalwil, Bahnhof","Thalwil, Archstrasse",6
"Thalwil, Ebnet","Thalwil, Feldstrasse",6
"Thalwil, Platte","Thalwil, Trotte",5
"Uerzlikon, Dorf","Uerzlikon, Kappelerstrasse",5
"Uster, Seeweg","Uster, Jungholz",10
"Wallisellen, Blumenweg","Wallisellen, Ifang",6
"Wallisellen, Sportzentrum","Wallisellen, Furtbach",8
"Wangen b D'dorf, Stierwisen","Wangen b D'dorf, Flugsicherung",8
"Wettswil a.A., Dorf","Wettswil a.A., Dettenbühl",1
"Wetzikon ZH, Haldenstrasse","Wetzikon ZH, Schönau",8
"Winterthur, Brüttenerfussweg","Winterthur, Finken-Rain",5
"Winterthur, Museumstrasse/HB","Winterthur, Archstrasse/HB",7
"Zollikerberg, Spital","Waldburg, Station",8
Zürich Binz,"Zürich, Manesseplatz",8
"Zürich, Albisriederplatz","Zürich, Altes Krematorium",4
"Zürich, Billoweg",Zürich Brunau,9
"Zürich, Brunau/Mutschellenstr.","Zürich, Sihlcity",10
"Zürich, Fronwald","Zürich, Blumenfeldstrasse",9
"Zürich, Haldenegg","Zürich, Bahnhofquai/HB",7
"Zürich, Hallenbad Oerlikon","Zürich, Messe/Hallenstadion",9
"Zürich, Heizenholz","Zürich, Riedhofstrasse",9
"Zürich, Helmhaus","Zürich, Neumarkt",9
"Zürich, Hungerbergstrasse","Zürich Affoltern, Bahnhof",9
